name,strength,form,route,generic,type,rxcui,schedule
Calcium chloride/Glucose/Lactate/Magnesium chloride/Sodium chloride (Intraperitoneal),0.00014-1-0.0000245-0.00368-0.0016 var units,Intraperitoneal Solution,Intraperitoneal,calcium chloride 0.00014 MEQ/ML / glucose 1 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,prescription,800062,
Calcium chloride/Glucose/Lactate/Magnesium chloride/Sodium chloride (Intraperitoneal),0.00014-1.7-0.0000245-0.00368-0.0016 var units,Intraperitoneal Solution,Intraperitoneal,calcium chloride 0.00014 MEQ/ML / glucose 1.7 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,prescription,799999,
Calcium chloride/Glucose/Lactate/Magnesium chloride/Sodium chloride (Intraperitoneal),0.000996-0.6-0.0000245-0.00368-0.0016 var units,Intraperitoneal Solution,Intraperitoneal,calcium chloride 0.000996 MEQ/ML / glucose 0.6 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,prescription,800472,
Calcium chloride/Glucose/Lactate/Magnesium chloride/Sodium chloride (Intraperitoneal),0.000996-1-0.0000245-0.00368-0.0016 var units,Intraperitoneal Solution,Intraperitoneal,calcium chloride 0.000996 MEQ/ML / glucose 1 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,prescription,800111,
Calcium chloride/Glucose/Lactate/Magnesium chloride/Sodium chloride (Intraperitoneal),0.000996-1.7-0.0000245-0.00368-0.0016 var units,Intraperitoneal Solution,Intraperitoneal,calcium chloride 0.000996 MEQ/ML / glucose 1.7 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution,prescription,800066,
Calcium chloride/Icodextrin/Lactate/Magnesium chloride/Sodium chloride (Injectable),0.00232-75-0.000533-0.0915-0.04 var units,Injectable Solution,Injectable,calcium chloride 0.00232 MEQ/ML / icodextrin 75 MG/ML / magnesium chloride 0.000533 MEQ/ML / sodium chloride 0.0915 MEQ/ML / sodium lactate 0.04 MEQ/ML Injectable Solution,prescription,1100742,
Calcium chloride/Magnesium chloride/Potassium chloride/Sodium acetate/Sodium chloride/Sodium citrate (Ophthalmic),0.048%-0.03%-0.075%-0.39%-0.64%-0.17%,Ophthalmic Solution,Ophthalmic,calcium chloride 0.048 % / magnesium chloride 0.03 % / potassium chloride 0.075 % / sodium acetate 0.39 % / sodium chloride 0.64 % / sodium citrate 0.17 % Ophthalmic Solution,prescription,806392,0
Calcium chloride/Glucose/Lactate/Potassium chloride/Sodium chloride (Injectable),0.2-50-0.3-6-3.1 mg/ml,Injectable Solution,Injectable,lactated Ringers with dextrose 5 % Injectable Solution,prescription,847627,0
Calcium chloride/Glucose/Lactate/Potassium chloride/Sodium chloride (Injectable),0.2-50-1.79-6-3.1 mg/ml,Injectable Solution,Injectable,potassium chloride 20 MEQ/L in lactated Ringers solution with dextrose 5 % Injectable Solution,prescription,847626,0
Calcium chloride/Glucose/Lactate/Potassium chloride/Sodium chloride (Injectable),0.2-50-3.28-6-3.1 mg/ml,Injectable Solution,Injectable,potassium chloride 40 MEQ/L in lactated Ringers solution with dextrose 5 % Injectable Solution,prescription,1866559,0
Calcium chloride/Lactate/Potassium chloride/Sodium chloride (Injectable),0.2-0.3-6-3.1 mg/ml,Injectable Solution,Injectable,lactated Ringers Injectable Solution,prescription,847630,0
Calcium chloride/Lactate/Potassium chloride/Sodium chloride (Irrigation),0.02-0.03-0.6-0.31%,Irrigation Solution,Irrigation,calcium chloride 20 MG / potassium chloride 30 MG / sodium chloride 600 MG / sodium lactate 310 MG per 100 mL lactated Ringer's Irrigation Solution,prescription,847628,0
Calcium chloride/Magnesium chloride/Potassium chloride/Sodium acetate/Sodium chloride (Injectable),0.23-0.53-0.1-1.48-0.27 meq/ml,Injectable Solution,Injectable,acetate 29.5 MEQ / calcium 4.5 MEQ / chloride 35 MEQ / magnesium 5 MEQ / potassium 20 MEQ / sodium 35 MEQ in 20 ML Injectable Solution,prescription,801451,0
Calcium chloride/Potassium chloride/Sodium chloride (Injectable),0.33-0.3-8.6 mg/ml,Injectable Solution,Injectable,Ringers Injectable Solution,prescription,847617,0
Calcium chloride/Potassium chloride/Sodium chloride (Irrigation),0.033-0.03-0.86%,Irrigation Solution,Irrigation,calcium chloride 33 MG / potassium chloride 30 MG / sodium chloride 860 MG per 100 ML Ringer's Irrigation Solution,prescription,847621,0
Calcium chloride/Magnesium chloride/Potassium acetate/Sodium acetate/Sodium chloride (Injectable),16.55-25.5-98-64.6-74.5 mg/ml,Injectable Solution,Injectable,calcium chloride 16.55 MG/ML / magnesium chloride 25.5 MG/ML / potassium acetate 98 MG/ML / sodium acetate 64.6 MG/ML / sodium chloride 74.5 MG/ML Injectable Solution,prescription,1547459,
Calcium citrate (Oral Pill),"1,040 mg",Oral Tablet,Oral Pill,calcium citrate 1040 MG (Ca 250 MG) Oral Tablet,prescription,240755,0
Calcium citrate/Cholecalciferol (Oral Pill),"1,190-0.005 mg",Oral Tablet,Oral Pill,"calcium 250 MG / cholecalciferol 0.005 MG (200 UNT) Oral Tablet, as calcium citrate",prescription,1005706,0
Calcium citrate/Cholecalciferol (Oral Pill),"1,500-200 var units",Oral Tablet,Oral Pill,"calcium 315 MG / vitamin D3 200 UNT Oral Tablet, as calcium citrate",prescription,1874857,0
Calcium citrate/Cholecalciferol (Oral Pill),"1,500-250 var units",Oral Tablet,Oral Pill,"calcium 315 MG / vitamin D3 250 MG Oral Tablet, as calcium citrate",prescription,847121,0
Calcium citrate/Cholecalciferol (Chewable),"2,380-0.01 mg",Chewable Tablet,Chewable,"calcium 500 MG / vitamin D3 10 MCG (400 UNT) Chewable Tablet, as calcium citrate",prescription,881314,0
Calcium citrate/Cholecalciferol (Oral Pill),250-100 var units,Oral Tablet,Oral Pill,"calcium 250 MG / vitamin D3 100 UNT Oral Tablet, as calcium citrate malate",prescription,1001751,
Calcium citrate/Cholecalciferol/Magnesium citrate (Chewable),250-125-40 var units,Chewable Tablet,Chewable,"calcium 250 MG / magnesium 40 MG / vitamin D3 125 IU Chewable Tablet, as calcium and magnesium citrate",prescription,804614,
Calcium citrate/Ergocalciferol (Oral Pill),250-100 mg,Oral Tablet,Oral Pill,"calcium 250 MG / vitamin D2 100 UNT Oral Tablet, as calcium citrate",prescription,485550,
Calcium citrate/Cholecalciferol (Oral Pill),950-125 var units,Oral Tablet,Oral Pill,"calcium 200 MG / vitamin D3 125 UNT Oral Tablet, as calcium citrate",prescription,577055,
Calcium citrate/Cholecalciferol (Oral Pill),950-250 var units,Oral Tablet,Oral Pill,"calcium 200 MG / vitamin D3 250 UNT Oral Tablet, as calcium citrate",prescription,898694,0
Calcium citrate (Oral Pill),950 mg,Oral Capsule,Oral Pill,calcium citrate 950 MG (Ca 200 MG) Oral Capsule,prescription,1189301,
Calcium citrate (Oral Pill),950 mg,Oral Tablet,Oral Pill,"calcium 200 MG Oral Tablet, as calcium citrate",prescription,198538,0
Calcium gluconate (Topical),2.5%,Topical Gel,Topical,calcium gluconate 2.5 % Topical Gel,prescription,142085,0
Calcium gluconate (Injectable),100 mg/ml,Injectable Solution,Injectable,calcium gluconate 100 MG/ML (10 % ) Injectable Solution,prescription,197435,0
Calcium gluconate (Oral Pill),500 mg,Oral Tablet,Oral Pill,"calcium 45 MG Oral Tablet, as calcium gluconate",prescription,198546,0
Calcium gluconate (Oral Pill),538 mg,Oral Tablet,Oral Pill,"calcium 50 MG Oral Tablet, as calcium gluconate",prescription,1101486,
Calcium gluconate (Oral Pill),650 mg,Oral Tablet,Oral Pill,"calcium 61 MG Oral Tablet, as calcium gluconate",prescription,198547,0
Calcium glycerophosphate (Oral Pill),65 mg,Oral Tablet,Oral Pill,calcium glycerophosphate 65 MG Oral Tablet,prescription,430860,0
Calcium lactate (Oral Pill),650 mg,Oral Tablet,Oral Pill,"calcium 85 MG Oral Tablet, as calcium lactate",prescription,198553,0
Oxybate (Oral Liquid),234-96-130-40 mg/ml,Oral Solution,Oral Liquid,calcium / magnesium / potassium / sodium oxybates 0.5 GM in 1 mL Oral Solution,prescription,2393795,3
Copper sulfate/Ferrous fumarate/Folic acid/Manganese sulfate/Niacinamide/Pantothenate/Polysaccharide iron complex/Pyridoxine/Riboflavin/Sodium ascorbate/Thiamine/Vitamin B12/Zinc sulfate (Oral Pill),10-0.8-162-1-1.3-30-115-5-6-200-10-0.015-18.2 mg,Oral Capsule,Oral Pill,calcium pantothenate 10 MG / copper sulfate 0.8 MG / ferrous fumarate 162 MG / folic acid 1 MG / manganese sulfate 1.3 MG / niacinamide 30 MG / polysaccharide iron complex 115 MG / pyridoxine hydrochloride 5 MG / riboflavin 6 MG / sodium ascorbate 200 MG / thiamine mononitrate 10 MG / vitamin B12 0.015 MG / zinc sulfate 18.2 MG Oral Capsule,prescription,1314679,
Copper sulfate/Ferrous fumarate/Folic acid/Magnesium sulfate/Manganese sulfate/Niacinamide/Pantothenate/Pyridoxine/Riboflavin/Sodium ascorbate/Thiamine/Vitamin B12/Zinc sulfate (Oral Pill),10-0.8-324-1-6.9-1.3-30-5-6-200-10-0.015-18.2 mg,Oral Capsule,Oral Pill,calcium pantothenate 10 MG / copper sulfate 0.8 MG / ferrous fumarate 324 MG / folic acid 1 MG / magnesium sulfate 6.9 MG / manganese sulfate 1.3 MG / niacinamide 30 MG / pyridoxine hydrochloride 5 MG / riboflavin 6 MG / sodium ascorbate 200 MG / thiamine mononitrate 10 MG / vitamin B12 0.015 MG / zinc sulfate 18.2 MG Oral Capsule,prescription,1314654,
Pantothenate (Oral Pill),100 mg,Oral Tablet,Oral Pill,calcium pantothenate 100 MG Oral Tablet,prescription,994796,0
Pantothenate (Oral Pill),200 mg,Oral Tablet,Oral Pill,calcium pantothenate 200 MG Oral Tablet,prescription,994798,
Pantothenate (Oral Pill),500 mg,Oral Tablet,Oral Pill,calcium pantothenate 500 MG Oral Tablet,prescription,968660,
Calcium phosphate/Magnesium carbonate/Potassium chloride (Oral Pill),0.132-0.107-0.537 meq,Oral Tablet,Oral Pill,calcium phosphate 0.132 MEQ / magnesium carbonate 0.107 MEQ / potassium chloride 0.537 MEQ Oral Tablet,prescription,1090845,
Calcium polycarbophil (Chewable),625 mg,Chewable Tablet,Chewable,calcium polycarbophil 625 MG Chewable Tablet,prescription,308933,0
Calcium polycarbophil (Oral Pill),625 mg,Oral Tablet,Oral Pill,calcium polycarbophil 625 MG Oral Tablet,prescription,308934,0
Calfactant (Intratracheal),35 mg/ml,Intratracheal Suspension,Intratracheal,calfactant 35 MG/ML Intratracheal Suspension,prescription,259611,0
California black oak pollen extract (Injectable),100 mg/ml,Injectable Solution,Injectable,California black oak pollen extract 100 MG/ML Injectable Solution,prescription,1044331,
California black oak pollen extract (Injectable),50 mg/ml,Injectable Solution,Injectable,California black oak pollen extract 50 MG/ML Injectable Solution,prescription,1044329,
California black walnut pollen extract (Injectable),100 mg/ml,Injectable Solution,Injectable,California black walnut pollen extract 100 MG/mL Injectable Solution,prescription,900085,
California black walnut pollen extract (Injectable),"40,000 unt/ml",Injectable Solution,Injectable,California black walnut pollen extract 40000 UNT/mL Injectable Solution,prescription,900091,
California black walnut pollen extract (Injectable),50 mg/ml,Injectable Solution,Injectable,California black walnut pollen extract 50 MG/mL Injectable Solution,prescription,852564,
Camphor/Menthol (Topical),0.2-3.5%,Topical Gel,Topical,camphor 0.2 % / menthol 3.5 % Topical Gel,prescription,416207,0
Camphor/Menthol (Topical),0.3-0.3%,Topical Gel,Topical,camphor 0.3 % / menthol 0.3 % Topical Gel,prescription,244443,0
Camphor (Topical),0.45%,Topical Gel,Topical,camphor 0.45 % Topical Gel,prescription,877057,0
Camphor/Dimethicone/Menthol/Phenol (Topical),0.5-1.1-0.6-0.5%,Topical Ointment,Topical,camphor 0.5 % / dimethicone 1.1 % / menthol 0.6 % / phenol 0.5 % Topical Ointment,prescription,1358989,
Camphor/Dimethicone/Menthol/Phenol (Topical),0.5-1.1-0.625-0.5%,Topical Ointment,Topical,camphor 0.5 % / dimethicone 1.1 % / menthol 0.625 % / phenol 0.5 % Topical Ointment,prescription,2107300,0
Camphor/Menthol/Methyl salicylate (Topical),0.5-0.3-1%,Medicated Patch,Topical,camphor 0.5 % / menthol 0.3 % / methyl salicylate 1 % Medicated Patch,prescription,1423977,
Camphor/Menthol (Topical),0.5-1%,Topical Gel,Topical,camphor 0.5 % / menthol 1 % Topical Gel,prescription,1043046,
Camphor/Menthol (Topical),0.8-3.5%,Topical Gel,Topical,camphor 0.8 % / menthol 3.5 % Topical Gel,prescription,637472,
Camphor/Menthol/Petrolatum (Topical),1-0.54-98%,Topical Ointment,Topical,camphor 1 % / menthol 0.54 % / petrolatum 97.92 % Topical Ointment,prescription,1050087,
Camphor/Menthol (Topical),1-5%,Topical Gel,Topical,camphor 1 % / menthol 5 % Topical Gel,prescription,1099889,
Camphor/Menthol (Topical),1-7%,Topical Gel,Topical,camphor 1 % / menthol 7 % Topical Gel,prescription,1099890,
Camphor/Menthol/Methyl salicylate (Topical),1-12-20%,Topical Ointment,Topical,camphor 1 % / menthol 12 % / methyl salicylate 20 % Topical Ointment,prescription,761922,
Camphor/Menthol/Methyl salicylate (Topical),1.2-5.7-6.3%,Medicated Patch,Topical,camphor 1.2 % / menthol 5.7 % / methyl salicylate 6.3 % Medicated Patch,prescription,853260,0
Camphor (Topical),1.24%,Topical Ointment,Topical,camphor 1.24 % Topical Ointment,prescription,668306,
Camphor/Lidocaine/Methyl salicylate (Topical),2-2.5-4%,Medicated Patch,Topical,camphor 2 % / lidocaine 2.5 % / methyl salicylate 4 % Medicated Patch,prescription,2287556,0
Camphor/Lidocaine/Methyl salicylate (Topical),2-4-4%,Medicated Patch,Topical,camphor 2 % / lidocaine 4 % / methyl salicylate 4 % Medicated Patch,prescription,2473373,
Camphor (Topical),2.5%,Topical Ointment,Topical,camphor 2.5 % Topical Ointment,prescription,880372,0
Camphor/Dimethicone/Lidocaine/Menthol (Topical),3-3-4-1%,Topical Gel,Topical,camphor 3 % / dimethicone 3 % / lidocaine 4 % / menthol 1 % Topical Gel,prescription,2186001,
Camphor/Menthol (Topical),3-2.52%,Medicated Patch,Topical,camphor 3 % / menthol 2.52 % Medicated Patch,prescription,1364993,
Camphor/Menthol (Topical),3-3%,Topical Gel,Topical,camphor 3 % / menthol 3 % Topical Gel,prescription,630714,0
Camphor/Phenol/Tannic acid/Zinc oxide (Topical),3-2.5-2.2-6.6%,Topical Ointment,Topical,zinc oxide 6.6 % / camphor 3 % / phenol 2.5 % / tannic acid 2.2 % Topical Ointment,prescription,1423410,
Camphor/Menthol/Methyl salicylate (Topical),3.1-6-10%,Medicated Patch,Topical,camphor 3.1 % / menthol 6 % / methyl salicylate 10 % Medicated Patch,prescription,1793147,0
Camphor/Menthol/Methyl salicylate (Topical),3.1-10-15%,Topical Gel,Topical,camphor 3.1 % / menthol 10 % / methyl salicylate 15 % Topical Gel,prescription,1425325,0
Camphor/Menthol/Methyl salicylate (Topical),3.1-16-10%,Topical Gel,Topical,camphor 3.1 % / menthol 16 % / methyl salicylate 10 % Topical Gel,prescription,282838,0
Camphor/Menthol/Methyl salicylate (Topical),4-10-30%,Topical Gel,Topical,camphor 4 % / menthol 10 % / methyl salicylate 30 % Topical Gel,prescription,1116730,0
Camphor/Menthol (Topical),4-10%,Topical Gel,Topical,camphor 4 % / menthol 10 % Topical Gel,prescription,1039731,0
Camphor/Eucalyptus oil/Menthol (Topical),4.7-1.2-2.6%,Topical Ointment,Topical,camphor 4.7 % / eucalyptus oil 1.2 % / menthol 2.6 % Topical Ointment,prescription,200293,0
Camphor/Eucalyptus oil/Menthol (Topical),4.8-1.2-2.6%,Topical Gel,Topical,camphor 4.8 % / eucalyptus oil 1.2 % / menthol 2.6 % Topical Gel,prescription,1547992,
Camphor/Eucalyptus oil/Menthol (Topical),4.8-1.2-2.6%,Topical Ointment,Topical,camphor 4.8 % / eucalyptus oil 1.2 % / menthol 2.6 % Topical Ointment,prescription,727137,0
Camphor/Menthol (Topical),4.8-2.6%,Topical Ointment,Topical,camphor 4.8 % / menthol 2.6 % Topical Ointment,prescription,562840,0
Camphor/Eucalyptus oil/Menthol (Topical),5.3-1.3-2.8%,Topical Ointment,Topical,camphor 5.3 % / eucalyptus oil 1.3 % / menthol 2.8 % Topical Ointment,prescription,1297310,
Camphor/Menthol (Topical),9-1.3%,Topical Ointment,Topical,camphor 9 % / menthol 1.3 % Topical Ointment,prescription,1042663,0
Camphor/Phenol (Topical),10.8-4.7%,Topical Gel,Topical,camphor 10.8 % / phenol 4.7 % Topical Gel,prescription,308939,0
Camphor/Menthol (Topical),11-8%,Topical Ointment,Topical,camphor 11 % / menthol 8 % Topical Ointment,prescription,1111003,0
Camphor/Menthol (Topical),11-10%,Topical Ointment,Topical,camphor 11 % / menthol 10 % Topical Ointment,prescription,1047480,
Camphor/Menthol (Topical),11-11%,Topical Ointment,Topical,camphor 11 % / menthol 11 % Topical Ointment,prescription,1089847,
Camphor/Menthol/Methyl salicylate (Topical),1-12-20%,Topical Spray,Topical,camphor 1 % / menthol 12 % / methyl salicylate 20 % Topical Spray,prescription,761913,
Camphor (Topical),10%,Topical Solution,Topical,camphor spirit 10 % Topical Solution,prescription,204935,0
Camphor/Phenol (Topical),10.8-4.7%,Topical Solution,Topical,camphor 10.8 % / phenol 4.7 % Topical Solution,prescription,308940,0
Camphor/Menthol (Topical),11-10%,Topical Cream,Topical,camphor 11 % / menthol 10 % Topical Cream,prescription,849498,0
Camphor/Menthol (Topical),11-11%,Topical Cream,Topical,camphor 11 % / menthol 11 % Topical Cream,prescription,1089831,0
Camphor/Menthol (Topical),11-16%,Topical Cream,Topical,camphor 11 % / menthol 16 % Topical Cream,prescription,1373219,0
Camphor/Menthol (Topical),11-16%,Topical Solution,Topical,camphor 11 % / menthol 16 % Topical Solution,prescription,2632261,
Camphor/Menthol (Topical),11-16%,Topical Spray,Topical,camphor 11 % / menthol 16 % Topical Spray,prescription,1606046,0
Camphor/Menthol (Topical),0.2-3.5%,Topical Spray,Topical,camphor 0.2 % / menthol 3.5 % Topical Spray,prescription,1099888,
Camphor/Menthol/Methyl salicylate (Topical),2-1-4.9%,Topical Lotion,Topical,camphor 2 % / menthol 1 % / methyl salicylate 4.9 % Topical Lotion,prescription,282575,0
Camphor/Menthol (Topical),230-70 mg,Medicated Patch,Topical,camphor 230 MG / menthol 70 MG Medicated Patch,prescription,853139,0
Camphor/Menthol/Methyl salicylate (Topical),3-5-15%,Topical Cream,Topical,camphor 3 % / menthol 5 % / methyl salicylate 15 % Topical Cream,prescription,849504,0
Camphor/Capsaicin/Menthol/Methyl salicylate (Topical),3.1-0.025-10-15%,Topical Cream,Topical,camphor 3.1 % / capsaicin 0.025 % / menthol 10 % / methyl salicylate 15 % Topical Cream,prescription,2049725,0
Camphor (Topical),3.2%,Topical Cream,Topical,camphor 3.2 % Topical Cream,prescription,2181415,0
Camphor/Capsaicin/Methyl salicylate (Topical),3.6-0.025-18%,Topical Solution,Topical,camphor 3.6 % / capsaicin 0.025 % / methyl salicylate 18 % Topical Solution,prescription,1440065,
Camphor/Menthol/Methyl salicylate (Topical),4-10-30%,Topical Cream,Topical,camphor 4 % / menthol 10 % / methyl salicylate 30 % Topical Cream,prescription,283083,0
Camphor/Menthol (Topical),4-10%,Topical Cream,Topical,camphor 4 % / menthol 10 % Topical Cream,prescription,2199390,0
Camphor/Menthol (Topical),4-16%,Topical Lotion,Topical,camphor 4 % / menthol 16 % Topical Lotion,prescription,1232399,
Camphor/Menthol/Methyl salicylate (Topical),4-7.5-10%,Topical Cream,Topical,camphor 4 % / menthol 7.5 % / methyl salicylate 10 % Topical Cream,prescription,1998770,
Camphor/Menthol (Topical),0.5-0.5%,Topical Lotion,Topical,camphor 0.5 % / menthol 0.5 % Topical Lotion,prescription,200176,0
Camphor (Topical),0.5%,Topical Lotion,Topical,camphor 0.5 % Topical Lotion,prescription,2059052,0
Camphor/Eucalyptus oil/Menthol (Topical),5.3-1.3-2.8%,Topical Cream,Topical,camphor 5.3 % / eucalyptus oil 1.3 % / menthol 2.8 % Topical Cream,prescription,2178779,0
Camphor/Menthol (Topical),5.5-16%,Topical Lotion,Topical,camphor 5.5 % / menthol 16 % Topical Lotion,prescription,2624710,0
